phase,condition,intervention_type,study_design,sponsor_type,enrollment,enrollment_type,status,gender,location,masking,duration
6,14470,3,1,3,258.1383630528429,1,1,1,601,0,669.0
5,11397,6,1,3,0.0,0,1,0,1457,1,457.0
6,8981,6,1,6,240.0,0,0,0,2107,1,1188.0
3,7650,6,1,3,36.0,1,0,2,2465,3,457.0
6,12075,1,1,8,9500.0,1,1,0,2465,2,1949.0
3,1443,6,1,6,219.0,0,1,0,2465,4,577.0
1,2964,1,1,3,3.0,0,1,0,593,2,589.0
3,6211,6,2,6,78.0,0,1,0,2465,1,1364.0
4,18271,3,1,6,2.0,0,1,0,956,0,1076.9030855527424
5,7823,6,1,5,0.0,0,1,0,1093,0,1076.9030855527424
1,18075,6,2,6,37.0,0,0,0,157,1,1999.0
3,505,8,1,5,1.0,0,1,0,1614,1,110.0
5,2563,6,1,3,361.0,0,0,0,2465,0,700.0
2,17088,6,2,3,25.0,0,1,0,1726,2,1126.0
2,8057,6,1,5,31.0,0,0,2,2392,0,581.0
1,1790,6,1,3,26.0,0,0,0,2465,1,8.0
2,17302,6,1,6,40.0,0,0,0,1157,1,334.0
1,2880,6,0,3,55.0,0,0,1,2465,1,1962.0
1,998,6,2,3,111.0,0,0,0,432,1,2197.0
5,5548,1,1,6,50.0,0,0,0,105,1,3014.0
3,12650,6,1,3,0.0,0,1,0,1096,2,1614.0
1,8493,6,1,3,72.0,0,0,0,432,1,914.0
1,8162,6,1,3,6.0,0,1,0,2465,1,426.0
1,1023,6,2,3,33.0,0,1,0,1807,1,1219.0
5,16700,6,1,3,0.0,0,1,0,2465,3,1005.0
3,6449,6,1,3,38.0,0,0,0,2265,2,0.0
3,15770,6,2,6,3.0,0,1,2,1621,1,975.0
3,13493,0,1,6,1110.0,0,0,0,2465,3,214.0
5,13246,6,1,3,4008.0,0,0,0,432,2,578.0
3,17942,6,2,3,13.0,0,1,0,1807,1,2378.0
3,10874,1,2,6,11.0,0,1,0,2247,1,1359.0
3,5936,6,1,3,32.0,0,0,0,2465,0,182.0
2,3304,9,2,6,11.0,0,1,0,432,1,1643.0
3,2880,6,2,6,2.0,0,1,1,432,1,1706.0
5,12602,1,1,3,1157.0,0,1,0,157,2,967.0
5,1435,6,2,3,149.0,0,1,0,432,1,415.0
3,13587,6,1,3,75.0,0,1,0,83,0,83.0
1,11397,1,0,3,42.0,0,0,0,157,1,912.0
4,12718,6,2,6,50.0,0,0,0,1719,1,549.0
5,12276,6,2,6,158.0,0,0,0,2465,1,2345.0
2,10937,6,2,3,23.0,0,1,0,812,1,1859.0
5,6330,6,1,6,22.0,0,1,1,2365,1,1388.0
5,17144,6,1,6,78.0,0,0,1,273,4,1096.0
3,11667,6,1,7,2.0,0,1,0,912,1,510.0
3,14843,1,1,5,2.0,0,1,0,1457,1,782.0
1,8057,6,1,3,18.0,0,0,0,2465,1,61.0
6,5937,6,1,3,93.0,0,0,0,1666,0,731.0
6,9063,6,1,6,0.0,0,1,0,2465,3,366.0
3,4167,10,2,6,7.0,0,1,0,2247,1,1946.0
3,11738,6,1,3,49.0,0,0,0,1457,1,1905.0
3,13628,8,1,6,144.0,0,0,1,2465,2,1553.0
3,11619,1,0,3,0.0,0,1,0,1666,1,2465.0
4,2038,6,1,3,557.0,0,1,0,83,0,1148.0
1,998,6,2,6,104.0,0,0,0,2247,1,2130.0
5,13122,5,1,3,158.0,0,0,0,1011,0,882.0
4,17697,6,1,6,45.0,0,0,0,83,1,713.0
2,9702,6,1,6,7.0,0,0,0,1726,3,815.0
4,13579,9,0,5,16.0,0,0,0,1807,1,1185.0
3,979,6,0,3,44.0,0,0,0,1807,1,1735.0
6,12625,6,2,6,28.0,0,0,0,2465,1,2099.0
1,5198,6,2,3,6.0,0,0,2,2465,1,49.0
5,15271,6,1,6,90.0,0,1,0,1517,0,2730.0
3,17195,1,0,3,33.0,0,0,0,2465,1,89.0
3,11577,6,0,3,160.0,1,1,1,157,1,1127.0
5,8981,6,1,3,0.0,0,1,0,2465,0,365.0
3,2836,10,0,6,29.0,1,1,0,2465,1,638.0
4,18251,0,1,5,187.0,0,0,1,1807,3,2769.0
6,6448,3,1,3,360.0,2,1,0,157,1,1005.0
5,4713,1,1,6,0.0,0,1,0,1024,2,533.0
1,8162,6,1,3,12.0,0,0,0,2465,1,61.0
3,18822,6,2,5,7.0,0,1,0,1457,1,417.0
5,1681,6,1,6,2.0,0,1,1,2465,4,946.0
5,372,6,1,3,801.0,0,0,0,63,2,519.0
3,4855,6,1,3,100.0,0,0,0,2465,0,458.0
3,7226,6,1,6,74.0,0,0,0,2094,1,585.0
6,4855,6,1,6,70.0,0,1,0,374,2,3045.0
1,7823,1,2,5,14.0,0,0,0,83,1,427.0
3,15917,6,2,3,25.0,0,1,0,432,1,1007.0
3,13972,1,2,5,249.0,0,1,0,1457,1,1642.0
6,372,6,2,6,100.0,0,1,1,1457,1,334.0
3,13076,6,2,3,25.0,0,0,0,2465,1,488.0
3,4298,10,2,3,6.0,0,0,0,1726,1,761.0
3,7586,6,0,6,34.0,0,1,0,273,1,1248.0
5,6449,6,1,3,171.0,0,0,0,812,2,325.0
1,4495,6,1,3,48.0,0,0,0,2465,0,122.0
1,17777,6,0,3,20.0,0,1,0,617,1,686.0
3,19207,6,1,3,18.0,0,0,0,1621,1,730.0
1,12965,6,0,3,61.0,0,0,0,2465,1,1126.0
3,13076,6,1,3,68.0,0,0,0,956,1,3874.0
5,19202,6,1,3,58.0,0,0,0,2465,1,1918.0
5,15314,1,1,6,0.0,0,1,0,2465,3,790.0
1,12650,6,2,5,80.0,0,0,0,432,1,3438.0
5,9661,6,1,6,26.0,0,1,0,2465,2,700.0
2,13060,1,0,6,12.0,0,1,0,83,1,2169.0
2,10835,6,2,6,28.0,0,1,0,880,1,2282.0
1,7889,6,2,3,13.0,0,1,1,1222,1,366.0
5,1928,1,2,3,7.0,0,1,0,83,1,426.0
1,8057,6,1,3,56.0,0,0,0,1668,1,61.0
3,6983,6,1,3,10.0,0,1,0,1614,3,760.0
3,16146,6,2,3,6.0,0,1,0,2465,1,1948.0
0,2880,9,0,5,6.0,0,0,1,2425,1,912.0
1,13397,1,2,3,9.0,0,0,0,432,1,133.0
1,8162,1,1,3,17.0,0,1,0,1630,4,597.0
3,13701,6,2,3,6.0,0,1,1,1621,1,1218.0
3,18305,6,1,6,0.0,0,1,0,1950,2,1076.9030855527424
3,552,1,1,6,20.0,0,0,0,2247,2,2838.0
1,10937,6,0,3,189.0,0,1,0,432,1,2257.0
1,13632,6,1,3,52.0,0,0,0,2465,1,56.0
2,20030,6,1,2,50.0,1,1,0,1517,3,1308.0
1,19283,6,1,3,34.0,0,1,0,83,1,973.0
5,5549,6,1,3,299.0,0,0,0,2465,1,528.0
5,745,0,1,5,2000.0,2,0,1,1621,1,304.0
3,5533,6,1,6,24.0,0,0,0,1132,0,974.0
6,8098,6,1,6,60.0,0,0,0,2465,0,212.0
3,9841,1,0,5,6.0,0,0,0,432,1,608.0
1,2880,1,0,3,48.0,1,0,0,1496,1,2282.0
3,15917,6,2,6,10.0,0,0,0,1807,1,245.0
5,2093,6,1,3,108.0,0,0,0,2465,1,1867.0
1,13181,6,1,3,70.0,0,0,0,2362,4,160.0
5,12184,6,1,5,100.0,0,1,0,432,0,672.0
3,7278,6,1,3,44.0,0,0,0,2465,1,1277.0
5,14396,1,1,3,35.0,0,1,0,432,0,1612.0
2,2880,6,0,6,12.0,0,1,0,1457,1,945.0
5,8214,6,1,6,77.0,0,0,0,2246,2,1310.0
1,20038,1,2,6,20.0,0,0,0,305,1,1430.0
4,14333,6,0,3,385.0,0,1,0,2465,1,1355.0
3,2880,9,2,6,17.0,0,1,0,2465,1,791.0
5,14516,3,1,3,30.0,0,1,0,157,2,1734.0
1,19190,1,2,6,0.0,0,1,0,2465,1,1076.9030855527424
3,15770,6,2,5,37.0,0,1,2,1666,1,1007.0
3,7485,6,0,3,1.0,0,1,0,812,1,334.0
3,13632,5,1,6,56.0,1,0,1,2465,4,1076.9030855527424
5,17294,6,1,6,0.0,0,1,0,1458,2,1826.0
2,8018,6,2,3,20.0,0,0,0,2465,1,1906.0
6,155,6,1,6,52.0,0,1,0,2336,2,1012.0
5,3412,0,1,1,129.0,0,1,0,2425,1,2130.0
1,2603,6,2,5,33.0,0,0,0,1089,1,1765.0
5,13411,6,0,7,10.0,1,0,0,2351,1,671.0
5,10118,6,1,7,1656.0,1,0,0,762,1,2011.0
1,2621,8,0,3,9.0,0,1,0,2465,1,365.0
6,12167,6,1,3,84.0,0,1,0,83,1,412.0
5,6578,6,1,3,507.0,0,0,0,2465,2,458.0
6,11097,6,0,3,30.0,0,0,0,1400,1,335.0
3,919,6,2,3,12.0,0,1,0,2247,1,2106.0
3,7168,1,2,3,37.0,0,0,0,2465,1,1667.0
3,13076,6,2,6,15.0,0,0,0,2465,1,1121.0
6,11305,6,1,5,127.0,0,0,0,1089,0,1157.0
3,3473,9,1,6,0.0,0,1,0,2465,4,1095.0
5,3244,6,1,3,41.0,0,1,0,668,0,1157.0
3,2093,6,1,3,8.0,0,1,0,2316,2,243.0
6,7795,6,0,6,12.0,0,0,0,2465,1,4778.0
3,14102,6,1,3,357.0,0,1,0,83,2,1205.0
1,12311,6,2,3,80.0,1,0,0,2247,1,2855.0
6,15780,6,1,3,144.0,0,1,2,374,1,2192.0
1,14631,6,1,3,0.0,0,1,2,2465,1,62.0
1,4203,6,1,6,0.0,0,1,0,2465,0,1076.9030855527424
5,13821,6,1,6,30.0,0,1,0,2186,1,1223.0
6,13972,6,2,3,6.0,0,1,0,2465,1,608.0
3,7488,6,2,6,13.0,0,0,0,1458,1,927.0
5,4347,6,1,6,20.0,0,0,1,2465,1,273.0
6,3430,6,1,7,200.0,0,0,0,2465,2,1071.0
3,11397,6,2,3,44.0,0,0,0,2247,1,2809.0
2,11175,6,1,6,30.0,1,0,0,1222,1,2679.0
1,8018,6,0,5,61.0,0,1,0,432,1,1364.0
5,8913,6,1,3,309.0,0,0,0,432,2,1459.0
1,2564,6,1,3,12.0,0,1,0,601,3,92.0
5,10414,6,1,3,72.0,0,0,0,2247,1,3836.0
5,9135,3,1,8,256.0,0,0,0,2094,1,1188.0
5,15543,6,1,3,62.0,0,1,0,2465,2,3897.0
3,3996,6,2,6,6.0,0,1,0,1458,1,670.0
5,9379,6,1,6,68.0,0,0,0,2465,1,1928.0
1,16450,6,2,3,45.0,0,0,0,2246,1,2464.0
6,19566,6,0,6,0.0,0,1,1,2465,3,605.0
6,4114,6,1,3,401.0,0,0,0,2465,0,274.0
3,2272,6,2,5,21.0,0,0,0,2392,1,2732.0
3,11240,6,2,5,34.0,0,0,0,1615,1,2437.0
3,2880,6,1,6,0.0,0,1,1,2465,1,1095.0
2,12167,6,1,8,9.0,0,1,0,1734,2,117.0
6,17984,6,1,6,40.0,0,0,0,432,3,334.0
5,5385,1,1,3,480.0,0,0,1,2465,1,859.0
5,4233,6,1,8,139.0,0,0,2,2465,0,1492.0
3,4128,6,2,3,45.0,0,0,0,812,1,4548.0
5,19217,6,1,3,261.0,0,0,0,531,2,397.0
1,8057,6,1,3,84.0,0,0,2,2465,3,1076.9030855527424
5,6927,9,1,6,900.0,2,0,1,872,1,701.0
5,6693,6,1,6,30.0,0,0,0,2465,2,268.0
2,12167,6,1,6,60.0,2,1,0,432,0,1037.0
1,2563,3,0,6,258.1383630528429,1,0,0,2465,1,640.0
3,1368,1,2,3,36.0,0,0,0,2465,1,243.0
1,10513,9,0,6,0.0,0,1,0,2465,1,943.0
1,1034,6,2,3,0.0,0,1,0,2247,1,821.0
3,19554,6,1,3,6.0,0,0,0,1726,0,819.0
3,13607,6,1,3,300.0,0,0,0,83,2,153.0
6,5356,5,1,6,400.0,1,1,0,2465,2,365.0
1,14102,6,2,3,5.0,0,1,0,2465,1,914.0
1,9590,3,1,5,0.0,0,1,0,2362,1,1076.9030855527424
1,19217,6,2,3,6.0,0,0,2,2465,1,92.0
5,13632,6,1,3,0.0,0,1,1,2465,0,1003.0
3,7226,6,0,6,40.0,0,0,0,623,1,518.0
1,10414,1,0,5,3.0,0,1,0,1621,1,1553.0
6,8981,6,2,3,0.0,0,1,0,2465,1,385.0
5,4527,6,1,3,50.0,2,1,0,2465,3,731.0
1,12556,6,2,3,28.0,0,1,0,1621,1,1065.0
3,14102,6,1,3,15.0,0,0,0,812,1,1004.0
5,4184,6,1,3,68.0,0,0,0,1089,2,182.0
2,13983,1,2,3,32.0,0,0,0,2465,1,2342.0
3,12323,6,1,6,80.0,0,0,0,1369,2,1371.0
6,4993,3,1,6,280.0,2,0,0,2465,3,2832.0
1,8057,6,1,3,24.0,0,0,0,2465,1,0.0
2,9049,6,2,3,30.0,0,0,1,1719,1,549.0
2,11667,6,2,6,0.0,0,1,0,157,1,396.0
5,7823,6,1,6,2160.0,2,1,1,2465,0,851.0
6,13579,3,0,3,233.0,0,1,0,2465,1,2007.0
1,8119,6,1,3,24.0,0,0,2,2465,1,59.0
5,13855,6,1,3,960.0,0,0,0,83,2,394.0
6,5203,6,1,6,0.0,0,1,1,880,0,792.0
5,1276,6,1,5,283.0,0,0,0,2362,2,1280.0
6,12167,6,1,3,50.0,0,0,0,432,1,181.0
6,14102,6,1,6,80.0,1,0,0,2465,2,1158.0
3,5451,6,1,3,343.0,0,1,0,157,2,467.0
1,14549,1,2,3,0.0,0,1,0,1614,1,930.0
6,12363,3,2,8,0.0,0,1,0,2465,1,1076.9030855527424
3,18000,6,1,3,0.0,0,1,0,2465,2,181.0
1,8475,6,1,3,24.0,0,0,2,1846,2,1076.9030855527424
3,1668,8,2,5,66.0,0,0,0,432,1,4232.0
5,4512,1,1,5,32.0,0,1,0,2465,1,1370.0
1,17132,6,1,3,29.0,0,0,0,1621,0,1186.0
1,4799,6,2,3,50.0,0,0,2,812,1,623.0
5,5438,0,1,5,628.0,0,0,1,1807,0,2039.0
3,817,6,1,5,42.0,0,1,0,2247,0,1076.9030855527424
3,6495,6,2,6,6.0,0,1,0,812,1,3334.0
5,5842,6,1,6,175.0,0,0,0,2465,2,2082.0
5,16993,6,1,6,0.0,0,1,0,2465,1,426.0
5,3506,9,1,3,17.0,0,1,0,2465,1,1035.0
2,19146,6,2,3,31.0,0,1,1,1715,1,1363.0
3,1525,8,2,6,39.0,0,0,0,2465,1,639.0
1,5853,6,1,3,35.0,1,0,0,1726,0,120.0
6,6449,6,1,6,207.0,0,0,0,2465,1,1522.0
1,10450,6,2,6,18.0,0,1,0,812,1,1798.0
3,9040,6,1,6,17.0,0,1,0,2362,1,577.0
1,1208,6,0,3,31.0,0,0,0,1458,1,0.0
1,15770,3,2,6,12.0,0,0,2,2465,1,516.0
2,7169,1,1,6,0.0,0,1,0,922,1,305.0
5,19063,6,1,3,117.0,0,1,0,83,2,641.0
1,9545,9,1,6,0.0,0,1,0,2465,1,1065.0
2,9189,6,0,5,21.0,0,1,0,1457,1,2040.0
5,14102,6,2,3,328.0,0,1,0,2279,1,274.0
6,17503,6,1,8,320.0,1,1,0,2465,0,1249.0
6,7093,6,1,6,102.0,0,0,0,1524,1,1034.0
3,16802,6,1,3,34.0,0,1,0,2465,4,211.0
1,5101,6,0,6,3.0,0,1,0,432,1,2677.0
6,2993,6,1,3,0.0,0,1,0,2465,2,640.0
5,10937,10,1,6,614.0,0,0,0,762,1,4110.0
1,8162,6,1,3,60.0,0,0,0,1524,1,13.0
3,5385,1,1,3,0.0,0,1,0,2465,4,396.0
3,7445,1,1,3,0.0,0,1,0,432,1,1096.0
3,15770,6,1,6,41.0,0,1,2,2140,1,2791.0
5,10099,6,2,3,258.0,0,0,0,2465,1,382.0
6,2006,6,1,3,500.0,0,0,0,83,2,1158.0
3,11060,6,2,6,10.0,0,1,0,1457,1,1311.0
1,17060,6,1,3,442.0,0,1,0,812,2,395.0
3,11577,6,2,6,20.0,0,0,1,2465,1,1217.0
5,17639,6,1,3,285.0,0,0,0,2465,0,860.0
1,13579,1,1,3,36.0,0,0,0,812,4,396.0
5,1045,6,1,3,25.0,0,1,0,83,2,639.0
3,15308,6,1,3,23.0,0,0,0,2140,4,2292.0
3,15424,6,1,6,200.0,0,0,1,2465,1,213.0
6,5438,6,1,7,93.0,0,0,0,374,0,1076.9030855527424
5,8981,6,1,3,26.0,0,0,0,2465,0,1076.9030855527424
6,5523,6,1,3,611.0,0,0,0,83,1,381.0
5,19219,6,1,3,300.0,2,0,0,2465,0,488.0
6,372,3,1,6,1811.0,0,0,0,2465,3,1127.0
5,4855,5,1,3,290.0,0,0,0,1710,2,153.0
1,8057,6,1,3,28.0,0,0,0,1726,1,31.0
5,13320,6,1,3,411.0,0,0,0,1614,2,243.0
5,16878,1,1,3,334.0,0,0,0,2465,2,883.0
1,3320,1,2,3,38.0,0,0,0,432,1,1008.0
2,11577,1,0,6,40.0,1,1,0,2465,1,1076.9030855527424
3,12885,6,1,6,77.0,0,0,0,2465,1,820.0
3,7449,3,0,7,5.0,0,1,0,2465,0,945.0
3,9173,6,0,6,45.0,0,0,0,2465,1,426.0
3,2262,6,1,3,2.0,0,1,0,880,1,1065.0
6,7465,6,1,3,258.1383630528429,1,0,0,1807,3,1076.9030855527424
2,5122,6,0,6,0.0,0,1,0,2465,1,517.0
6,13855,6,1,6,0.0,0,1,1,1457,0,608.0
1,8057,6,1,3,71.0,0,0,0,2409,0,848.0
3,16304,6,2,5,25.0,0,0,0,432,1,1461.0
6,15384,6,2,6,0.0,0,1,1,2465,1,671.0
6,5527,6,1,6,0.0,0,1,0,2465,2,1127.0
3,13855,6,1,6,0.0,0,1,0,2247,2,1076.9030855527424
1,17302,6,1,6,0.0,0,1,0,812,2,859.0
2,7488,9,2,6,4.0,0,1,0,1458,1,1402.0
5,19960,6,1,5,150.0,0,0,0,157,0,2757.0
2,2865,1,0,5,0.0,0,1,1,2465,1,0.0
6,15186,6,1,3,73.0,2,0,1,2465,1,488.0
5,13320,6,1,3,573.0,0,0,0,432,0,669.0
2,18245,6,1,1,10.0,0,0,0,2465,0,1188.0
1,3144,0,1,6,1049.0,0,0,0,1458,3,1826.0
1,499,6,0,3,12.0,0,0,0,812,1,1131.0
5,17132,6,1,3,587.0,0,1,0,158,0,927.0
6,1338,8,0,7,51.0,0,0,0,2356,1,1076.9030855527424
3,4595,6,1,6,24.0,0,0,0,1222,1,1795.0
2,6120,0,1,5,34.0,0,0,0,1621,1,1096.0
1,15917,6,1,3,0.0,0,1,0,2465,1,28.0
6,372,6,1,3,5.0,0,0,0,157,0,823.0
3,7752,6,1,3,76.0,0,0,1,812,1,1492.0
5,7226,6,1,3,400.0,0,1,0,531,1,1743.0
1,8142,6,1,3,258.1383630528429,1,1,0,2465,0,92.0
4,5204,6,2,3,6.0,0,1,0,1719,1,638.0
1,5753,6,0,3,51.0,0,0,0,1517,1,973.0
3,17115,1,1,3,5.0,0,0,1,1089,2,638.0
5,2006,1,1,3,220.0,0,0,0,432,4,833.0
1,19219,6,1,3,71.0,0,0,0,2465,1,92.0
4,14924,6,1,3,38.0,1,0,0,2465,2,1076.9030855527424
6,221,1,0,3,212.0,0,0,0,2465,1,335.0
1,19283,6,1,3,58.0,0,0,0,1458,0,744.0
1,8090,6,0,3,3.0,0,1,0,1621,1,123.0
1,804,6,2,5,72.0,0,1,0,432,1,304.0
6,7584,6,1,3,160.0,2,0,0,2465,1,1076.9030855527424
6,18938,6,1,6,106.0,0,0,0,1621,2,639.0
6,17132,6,1,5,32.0,0,1,0,1458,2,2770.0
2,8142,1,1,3,249.0,0,0,0,1621,0,973.0
5,7255,6,0,3,395.0,0,0,0,2465,1,700.0
5,13246,6,1,3,64.0,0,1,0,2465,0,792.0
2,1544,6,2,5,0.0,0,1,0,432,1,1102.0
1,10835,6,2,3,16.0,0,0,0,83,1,1520.0
5,9590,1,0,3,120.0,2,0,0,1992,1,31.0
5,5523,6,1,3,90.0,0,1,0,83,2,304.0
4,17834,9,1,6,20.0,0,1,0,1866,4,1522.0
3,8948,6,1,3,133.0,0,0,0,83,0,242.0
3,15770,6,2,6,3.0,0,1,2,1621,1,975.0
6,19738,6,1,6,31.0,0,1,0,812,1,806.0
6,4245,6,2,6,160.0,0,0,0,2465,1,730.0
1,7475,3,2,5,0.0,0,1,0,2247,1,245.0
3,5523,6,1,6,56.0,0,1,0,1089,2,1023.0
1,8057,6,1,3,22.0,0,0,0,2247,1,0.0
6,18983,9,1,6,10.0,0,1,0,1614,1,2116.0
1,7846,6,1,3,48.0,0,0,0,432,0,1477.0
3,6449,6,1,3,156.0,0,0,0,83,2,659.0
3,19446,6,2,6,5.0,0,1,0,2316,1,853.0
3,11618,6,2,6,6.0,0,1,0,1457,1,2373.0
3,11863,6,1,3,175.0,0,0,0,157,4,792.0
3,9900,6,1,5,3.0,0,1,0,1458,0,427.0
3,14096,6,0,3,29.0,0,0,0,432,1,285.0
1,7823,1,1,5,144.0,0,0,0,83,4,1076.9030855527424
5,4029,6,2,3,218.0,0,0,0,2465,1,353.0
1,3619,8,2,6,28.0,0,1,0,2465,1,1558.0
1,15663,6,2,5,22.0,0,1,0,1517,1,1076.9030855527424
1,8057,6,1,3,22.0,0,0,0,2465,1,90.0
3,1390,6,2,3,0.0,0,1,0,2465,1,334.0
6,1580,6,2,6,210.0,0,0,0,2392,1,181.0
6,7823,6,2,6,50.0,0,0,0,1617,1,761.0
3,12271,9,2,3,1.0,0,1,0,2465,1,32.0
4,16251,6,0,5,30.0,0,1,0,432,1,1673.0
3,2926,6,2,5,5.0,0,1,1,1089,1,1742.0
5,9033,9,1,6,200.0,2,0,0,1524,1,1035.0
6,9101,6,1,3,150.0,2,1,0,812,0,335.0
5,2112,6,1,3,180.0,0,0,1,2465,2,856.0
1,4545,1,2,6,10.0,0,0,0,1807,1,804.0
1,12556,6,2,3,64.0,0,0,0,2392,1,1584.0
4,11619,6,1,3,419.0,0,0,0,132,2,1521.0
3,19361,0,1,6,104.0,0,0,0,2465,3,1584.0
3,12339,6,1,6,23.0,0,0,0,1517,4,2436.0
5,1342,6,1,3,471.0,0,1,0,2465,0,699.0
6,18889,6,2,5,100.0,2,1,0,1614,0,1338.0
3,11577,6,0,6,43.0,2,1,1,83,1,1126.0
5,6449,6,0,3,0.0,0,1,0,2465,1,1076.9030855527424
5,13579,1,1,2,28.0,0,0,0,2465,1,580.0
2,7465,6,1,3,0.0,0,1,0,2465,1,497.0
3,10955,6,2,3,0.0,0,1,0,2465,1,1522.0
5,19219,6,1,3,650.0,1,1,0,83,4,730.0
1,11124,6,1,6,68.0,0,0,0,1621,0,155.0
5,9545,6,1,6,290.0,0,1,1,2465,2,3227.0
3,817,6,1,5,42.0,0,1,0,2247,0,1076.9030855527424
2,14303,6,1,6,21.0,0,0,0,1457,2,1037.0
5,9527,1,1,3,1600.0,2,0,0,2465,0,212.0
5,8981,6,0,3,502.0,0,0,0,2465,1,1076.9030855527424
6,19265,6,0,6,230.0,0,0,0,2465,1,1153.0
6,8456,1,1,6,248.0,0,0,0,86,3,1734.0
1,2836,6,1,4,12.0,0,1,0,812,1,1341.0
6,7795,6,1,3,13.0,0,0,0,1726,1,2131.0
1,8671,6,1,3,12.0,0,1,0,1873,4,1845.0
1,2997,6,2,6,0.0,0,1,0,1719,1,792.0
2,17942,6,0,3,29.0,0,1,0,2465,1,2162.0
2,6488,6,0,3,264.0,0,0,1,432,1,1836.0
3,4186,6,1,3,281.0,0,0,0,157,4,153.0
3,9466,6,2,3,3.0,0,1,0,2465,1,302.0
1,16821,9,2,7,2.0,0,0,0,2029,1,973.0
1,12556,6,2,3,206.0,0,1,0,83,1,1984.0
6,5549,6,1,6,8.0,0,1,0,1719,2,943.0
3,4089,6,1,3,154.0,0,0,0,593,2,699.0
3,8981,6,1,3,248.0,0,1,0,2465,0,153.0
5,4893,6,0,3,1751.0,0,0,1,2465,1,700.0
4,13427,6,0,6,12.0,0,1,0,2465,1,579.0
3,10849,6,1,3,20.0,0,1,0,157,1,519.0
1,19208,6,1,3,1.0,0,1,0,2465,2,181.0
6,17904,6,1,6,70.0,2,0,0,473,0,1643.0
4,6336,6,1,6,64.0,0,0,1,2094,3,1080.0
4,2006,6,1,3,45.0,0,0,0,593,0,90.0
6,15244,6,1,6,55.0,0,0,0,2465,0,2222.0
1,8057,6,0,3,22.0,0,0,0,2465,1,1076.9030855527424
3,7485,6,2,6,15.0,0,1,0,2425,1,1387.0
1,8018,6,2,6,24.0,0,0,0,1614,1,1627.0
3,11397,6,2,6,7.0,0,1,0,2465,1,637.0
4,15770,6,1,4,2.0,0,1,2,1089,1,669.0
1,9810,6,0,6,2.0,0,1,0,2465,1,730.0
6,3134,6,1,6,5.0,0,1,0,812,0,424.0
5,18547,6,1,6,24.0,0,1,0,2465,1,976.0
4,9219,6,2,6,12.0,0,1,0,1096,0,2649.0
5,16116,6,1,3,80.0,2,0,0,432,0,1076.9030855527424
3,464,6,2,3,2.0,0,1,0,1517,1,581.0
2,10141,6,2,3,2.0,0,1,0,1517,1,2333.0
3,3144,10,2,6,6.0,0,1,0,2316,1,1612.0
3,7823,6,2,3,2100.0,2,0,0,83,0,1076.9030855527424
3,8752,6,1,6,31.0,0,0,0,2362,1,2326.0
5,12153,1,1,3,251.0,0,1,0,2465,1,1732.0
1,7340,6,0,3,50.0,2,1,0,158,1,1076.9030855527424
3,15355,1,2,3,21.0,0,1,0,157,1,2219.0
3,272,6,1,3,63.0,0,0,0,2465,0,1076.9030855527424
5,1435,6,1,3,1457.0,0,1,0,157,1,2251.0
1,15543,1,0,6,0.0,0,1,0,2465,1,2191.0
3,11839,6,2,6,20.0,0,0,0,2465,1,976.0
4,17015,3,1,3,78.0,0,1,0,2465,1,671.0
5,8948,6,1,3,0.0,0,1,0,432,0,639.0
5,2986,3,1,6,51.0,0,1,0,2465,1,1247.0
3,8008,5,2,6,0.0,0,1,0,2465,1,284.0
6,3098,6,1,3,124.0,0,0,0,2045,0,245.0
6,11101,6,0,6,53.0,0,0,0,880,1,852.0
6,17244,3,1,6,82.0,0,0,0,2320,1,244.0
5,5,6,1,6,420.0,2,1,0,2465,1,1076.9030855527424
3,2170,6,1,5,149.0,0,0,0,432,2,1095.0
3,4469,6,1,6,18.0,0,0,0,2465,2,761.0
6,9063,5,0,6,10.0,0,0,0,2465,1,548.0
5,1928,6,1,3,1670.0,0,0,0,157,0,1574.0
1,8057,6,1,3,60.0,0,0,2,1668,1,31.0
1,14644,6,2,3,8.0,0,0,2,2425,1,30.0
3,7593,6,0,3,60.0,2,0,0,812,1,731.0
3,13270,6,1,6,74.0,0,0,0,2465,0,1065.0
1,8948,5,1,6,10.0,0,0,0,432,4,546.0
5,10121,6,2,6,30.0,0,0,0,2465,1,1096.0
1,16679,6,0,3,32.0,0,0,0,2465,1,212.0
1,12556,6,0,3,59.0,0,0,0,2465,1,760.0
3,12989,6,0,3,50.0,2,0,0,812,1,699.0
3,15773,6,2,6,17.0,0,1,2,2465,1,983.0
3,2511,6,2,6,0.0,0,1,0,2465,1,0.0
1,8142,6,2,3,6.0,0,0,2,2465,1,21.0
3,4595,6,0,3,67.0,0,0,0,83,1,1310.0
6,8226,6,1,6,0.0,0,1,0,2465,4,334.0
3,10835,6,2,5,19.0,0,0,0,1719,1,1246.0
1,13729,1,0,3,23.0,0,0,0,1089,1,609.0
6,12342,6,1,6,0.0,0,1,0,2465,4,570.0
3,15618,6,2,3,45.0,0,0,0,432,1,578.0
6,18456,6,1,6,42.0,0,0,1,846,1,184.0
6,8057,6,0,8,10.0,1,0,2,2465,1,243.0
4,2780,6,0,6,3.0,0,0,0,2465,1,183.0
5,17109,6,1,3,244.0,0,0,0,2465,3,182.0
4,8388,6,1,3,2.0,0,1,0,2465,1,1949.0
